  0.50000000000000000      ,  0.41089495232563422      ,  -4.5474735088646412E-013 ,   8.9105047675275273E-002
  0.41089495232540685      ,  0.35446222572795705      ,   0.0000000000000000      ,   5.6432726598359295E-002
  0.35446222572772967      ,  0.31248541474519698      ,  -2.2737367544323206E-013 ,   4.1976810982305324E-002
  0.31248541474496960      ,  0.27844409675674342      ,   0.0000000000000000      ,   3.4041317987998809E-002
  0.27844409675651605      ,  0.24948104863813114      ,   1.1368683772161603E-013 ,   2.8963048117589096E-002
  0.24948104863801746      ,  0.22410169984379991      ,   1.1368683772161603E-013 ,   2.5379348793990175E-002
  0.22410169984368622      ,  0.20138366696323828      ,   1.1368683772161603E-013 ,   2.2718032880334249E-002
  0.20138366696306775      ,  0.18066742603343755      ,  -5.6843418860808015E-014 ,   2.0716240929459673E-002
  0.18066742603332386      ,  0.16175331663453107      ,   0.0000000000000000      ,   1.8914109399020163E-002
  0.16175331663447423      ,  0.14631806957976323      ,  -1.1368683772161603E-013 ,   1.5435247055108903E-002
  0.14631806957979165      ,  0.13557259685035206      ,   2.8421709430404007E-014 ,   1.0745472729524863E-002
  0.13557259685040890      ,  0.12418732172292835      ,  -2.8421709430404007E-014 ,   1.1385275127480554E-002
  0.12418732172295677      ,  0.11255138325611824      ,   2.8421709430404007E-014 ,   1.1635938466866946E-002
  0.11255138325606140      ,  0.10069693760340215      ,   2.8421709430404007E-014 ,   1.1854445652744516E-002
  0.10069693760343057      ,   8.8633053311184540E-002 ,   2.8421709430404007E-014 ,   1.2063884292217608E-002
   8.8633053311241383E-002 ,   7.6373638266204580E-002 ,   0.0000000000000000      ,   1.2259415044951538E-002
   7.6373638266233002E-002 ,   6.3937178716514609E-002 ,   0.0000000000000000      ,   1.2436459549604706E-002
   6.3937178716599874E-002 ,   5.1346301133435190E-002 ,   0.0000000000000000      ,   1.2590877583193105E-002
   5.1346301133492034E-002 ,   3.8627256590530124E-002 ,   0.0000000000000000      ,   1.2719044542876645E-002
   3.8627256590558545E-002 ,   2.5809320968960492E-002 ,   2.8421709430404007E-014 ,   1.2817935621512788E-002
   2.5809320968960492E-002 ,   1.2924117696940129E-002 ,  -2.8421709430404007E-014 ,   1.2885203272105628E-002
   1.2924117696940129E-002 ,   4.8751820997949835E-006 ,   2.8421709430404007E-014 ,   1.2919242514811913E-002
   4.8751820549995445E-006 ,   4.8643338930338942E-006 ,   0.0000000000000000      ,   1.0848161965487614E-008
   4.8643338930338671E-006 ,   4.8576555443747356E-006 ,  -2.7105054312137611E-020 ,   6.6783486589959678E-009
   4.8576555443746814E-006 ,   4.8551611898857731E-006 ,   0.0000000000000000      ,   2.4943544887998798E-009
   4.8551611898856918E-006 ,   4.8568510819948867E-006 ,  -2.7105054312137611E-020 ,  -1.6898921092220291E-009
